n,FTM,3P%,3PA,TOV,PF,REB,3PM,FG%,FGA,OREB,FT%,FTA,FGM,DREB,PTS,MIN,+/-,AST,STL,BLK,Date,Game,1st Qtr H,2nd Qtr H,3rd Qtr H,4th Qtr H,1st Qtr A,2nd Qtr A,3rd Qtr A,4th Qtr A,Total H,Total A,Ref1,Ref2,Ref3,W/L,Home,Away,Fantasy Score
Kevin Durant,10,33.3,6,3,0,8,2,55,20,0,90.9,11,11,8,34,39:08:00,-2,6,1,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,48
Draymond Green,0,0,3,1,1,4,0,44.4,9,1,0,0,4,3,8,36:19:00,-8,13,0,5,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,45.5
Damian Jones,0,0,0,2,4,1,0,33.3,3,1,0,0,1,0,2,11:35,-6,1,2,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,11.5
Klay Thompson,1,20,5,1,4,5,1,47.1,17,2,50,2,8,3,18,35:35:00,-5,0,1,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,29
Stephen Curry,6,46.7,15,2,1,7,7,42.3,26,1,85.7,7,11,6,35,36:16:00,11,3,0,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,55.5
Kevon Looney,0,0,0,2,1,3,0,66.7,3,2,0,0,2,1,4,12:25,11,0,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,5
Jacob Evans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6:27,5,0,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,0
Jonas Jerebko,4,0,1,0,0,6,0,0,2,0,100,4,0,6,4,15:21,7,2,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,9
Andre Iguodala,0,0,1,0,2,5,0,66.7,3,3,0,0,2,2,4,19:52,3,2,1,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,18
Alfonzo McKinnie,0,50,2,1,2,5,1,80,5,1,0,0,4,4,9,16:53,12,0,1,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,21
Jordan Bell,0,0,0,0,0,3,0,100,1,1,0,0,1,2,2,10:09,2,1,1,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,9.5
Quinn Cook,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,NA
Joe Harris,1,33.3,6,2,4,3,2,33.3,6,1,50,2,2,2,7,29:40:00,1,3,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,15.5
Jared Dudley,0,0,2,1,1,6,0,60,5,2,0,0,3,4,6,21:57,10,2,0,3,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,23
Jarrett Allen,1,0,0,1,0,3,0,83.3,6,0,50,2,5,3,11,28:50:00,14,4,2,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,27
Caris LeVert,1,57.1,7,3,2,3,4,50,18,0,100,1,9,3,23,30:10:00,9,7,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,40.5
DAngelo Russell,2,62.5,8,5,3,6,5,64.3,14,0,66.7,3,9,6,25,29:30:00,7,6,1,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,46
Spencer Dinwiddie,0,57.1,7,1,2,1,4,44.4,9,1,0,0,4,0,12,23:30,-23,0,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,20
Allen Crabbe,2,57.1,7,1,5,5,4,36.4,11,0,66.7,3,4,5,14,27:43:00,-4,2,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,27
Rondae HollisJefferson,1,0,1,0,1,2,0,33.3,9,0,50,2,3,2,7,17:11,-19,0,0,1,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,11
Ed Davis,0,0,0,0,2,7,0,100,2,1,0,0,2,6,4,17:29,-14,1,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,12.5
Shabazz Napier,2,25,4,1,0,1,1,14.3,7,0,100,2,1,1,5,14:00,-11,3,0,0,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,9.5
Kenneth Faried,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,NA
Dzanan Musa,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,82,32,31,30,27,29,20,28,37,114,120,"Corbin""""","Richardson""""",Ford,GOLDEN,GSW,BKN,NA
Joe Ingles,1,42.9,7,4,3,7,3,36.4,11,0,100,1,4,7,12,30:55:00,9,5,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,30.5
Jae Crowder,0,20,5,0,5,6,1,53.8,13,0,0,0,7,6,15,34:30:00,4,1,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,27.5
Rudy Gobert,5,0,0,3,3,16,0,69.2,13,6,83.3,6,9,10,23,33:03:00,-2,2,3,2,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,49
Donovan Mitchell,0,0,3,5,5,1,0,52.6,19,1,0,0,10,0,20,35:04:00,-8,4,1,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,28
Ricky Rubio,1,33.3,3,1,3,1,1,22.2,9,0,50,2,2,1,6,31:53:00,-4,8,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,22
Royce ONeale,0,100,1,2,2,4,1,100,2,0,0,0,2,4,5,17:05,0,0,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,12
Dante Exum,3,50,2,2,2,4,1,20,5,1,75,4,1,3,6,16:07,13,3,1,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,17.5
Georges Niang,3,66.7,3,0,3,1,2,80,5,0,100,3,4,1,13,13:30,5,0,0,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,15
Ekpe Udoh,2,0,0,0,1,2,0,0,0,0,100,2,0,2,2,14:57,11,2,1,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,8
Grayson Allen,4,100,1,1,0,1,1,100,3,0,100,4,3,1,11,12:56,17,0,0,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,9
Alec Burks,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,NA
Thabo Sefolosha,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,NA
Harrison Barnes,1,0,4,1,2,3,0,23.1,13,0,50,2,3,3,7,34:25:00,-4,1,0,3,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,18.5
Luka Doncic,2,33.3,6,5,1,6,2,38.5,13,1,100,2,5,5,14,36:53:00,4,5,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,27.5
DeAndre Jordan,4,0,0,2,3,19,0,80,5,5,100,4,4,14,12,36:36:00,3,9,1,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,41.5
Wesley Matthews,10,50,4,0,1,7,2,29.4,17,2,83.3,12,5,5,22,35:51:00,0,1,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,27.5
Dennis Smith,0,75,4,3,2,1,3,63.2,19,1,0,0,12,0,27,33:55:00,-2,3,2,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,41.5
JJ Barea,0,0,1,0,3,2,0,20,5,1,0,2,1,1,2,14:05,-7,4,0,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,10
Maxi Kleber,2,25,4,1,1,3,1,50,8,1,66.7,3,4,2,11,13:13,-5,0,0,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,13
Dorian FinneySmith,0,50,2,0,1,0,1,50,2,0,0,0,1,0,3,0.458333333,-8,0,0,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,5
Dwight Powell,0,0,1,1,4,2,0,50,4,1,0,0,2,1,4,11:24,-12,0,0,1,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,8
Jalen Brunson,0,0,2,0,1,0,0,20,5,0,0,0,1,0,2,12:16,-14,1,0,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,3.5
Ryan Broekhoff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0:22,0,0,0,0,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,0
Salah Mejri,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,NA
Ray Spalding,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,83,26,24,32,31,19,27,31,27,104,113,"Garretson""""","Fraher""""",Dalen,UTAH,UTA,DAL,NA
Trevor Ariza,3,0,0,3,2,5,0,25,4,0,100,3,1,5,5,28:13:00,-22,3,0,2,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,14.5
Ryan Anderson,6,25,4,2,1,5,1,40,10,2,100,6,4,3,15,30:56:00,-3,0,0,1,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,17
Deandre Ayton,0,0,0,3,4,11,0,47.1,17,2,0,0,8,9,16,32:25:00,-1,3,0,1,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,31.5
Josh Jackson,0,0,3,4,6,1,0,40,10,0,0,0,4,1,8,20:40,-13,0,1,1,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,11
Isaiah Canaan,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,5:37,2,2,0,1,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,7
Elie Okobo,5,50,6,3,5,5,3,55.6,9,2,83.3,6,5,3,18,30:33:00,2,7,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,31.5
Tyson Chandler,2,0,0,0,1,2,0,100,1,0,100,2,1,2,4,11:34,-17,2,1,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,10
Jamal Crawford,5,0,2,2,2,2,0,25,4,0,100,5,1,2,7,15:53,-15,1,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,3.5
TJ Warren,0,40,5,0,2,8,2,47.1,17,3,0,0,8,5,18,21:38,-2,0,1,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,33
Mikal Bridges,2,25,4,4,5,1,1,42.9,7,0,100,2,3,1,9,21:44,16,0,0,2,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,12
Troy Daniels,1,33.3,3,0,1,1,1,60,5,0,100,1,3,1,8,16:49,7,1,0,2,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,17.5
Richaun Holmes,2,0,0,1,2,2,0,0,0,1,100,2,0,1,2,3:57,11,2,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,4
Dragan Bender,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,NA
Paul George,1,50,8,2,3,4,4,60,15,0,50,2,9,4,23,30:21:00,17,5,2,3,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,54.5
Jerami Grant,5,25,4,1,3,4,1,44.4,9,1,62.5,8,4,3,14,37:07:00,14,1,0,1,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,18.5
Nerlens Noel,2,0,0,1,3,15,0,64.3,14,6,66.7,3,9,9,20,25:51:00,19,2,1,4,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,50
Terrance Ferguson,0,0,2,3,1,2,0,50,6,0,0,0,3,2,6,27:16:00,-8,0,0,2,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,11
Russell Westbrook,7,0,0,6,3,9,0,61.5,13,1,70,10,8,8,23,30:52:00,8,7,0,4,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,41.5
Patrick Patterson,3,40,5,0,3,4,2,60,10,1,75,4,6,3,17,29:43:00,-8,0,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,22
Dennis Schroder,4,0,1,2,4,4,0,40,10,0,66.7,6,4,4,12,26:52:00,15,7,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,20.5
Alex Abrines,2,0,3,0,2,1,0,0,5,0,100,2,0,1,2,24:20:00,-1,0,0,2,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,7
Deonte Burton,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4:42,-7,0,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,0
Abdel Nader,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1:57,-9,0,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,0
Timothe LuwawuCabarrot,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1:00,-5,0,0,0,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,0
Steven Adams,NA,NA,NA,NA,NA,NA,NA,NA,INJURY/ILLNESS,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,NA
Raymond Felton,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,84,20,28,28,34,30,32,34,21,117,110,"Brothers""""","Taylor""""",Twardoski,OKLAHOMA,PHX,OKC,NA
Otto Porter,0,0,2,0,0,5,0,33.3,9,1,0,0,3,4,6,30:28:00,-12,2,0,2,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,20
Markieff Morris,0,0,3,0,1,1,0,0,4,0,0,0,0,1,0,13:39,-6,0,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,1
Ian Mahinmi,5,0,0,2,4,7,0,60,5,3,83.3,6,3,4,11,28:53:00,-24,0,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,11
Bradley Beal,3,16.7,6,3,3,7,1,50,16,1,60,5,8,6,20,28:57:00,-19,0,1,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,26
John Wall,2,0,2,1,0,3,0,40,20,1,66.7,3,8,2,18,27:37:00,-6,5,0,4,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,37.5
Austin Rivers,2,50,2,2,2,1,1,50,6,0,66.7,3,3,1,9,22:06,-19,3,1,1,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,18.5
Jeff Green,6,0,1,1,2,8,0,50,6,5,100,6,3,3,12,21:28,-13,2,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,16
Kelly Oubre,4,14.3,7,3,1,4,1,16.7,12,0,100,4,2,4,9,25:42:00,-18,1,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,9.5
Tomas Satoransky,0,100,1,0,2,1,1,57.1,7,0,0,0,4,1,9,15:46,-20,3,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,16.5
Thomas Bryant,1,0,2,1,1,3,0,42.9,7,2,100,1,3,1,7,10:39,-12,1,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,9.5
Jordan McRae,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,7:53,-6,1,1,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,5.5
Troy Brown,0,100,1,1,0,4,1,33.3,3,1,0,0,1,3,3,6:52,-5,0,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,8
Jason Smith,NA,NA,NA,NA,NA,NA,NA,DECISION,COACH'S,NA,NA,NA,,NA,NA,DNP,NA,NA,NA,NA,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,NA
Tobias Harris,2,50,4,2,1,11,2,64.3,14,3,66.7,3,9,8,22,29:36:00,19,0,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,33
Danilo Gallinari,2,33.3,3,2,0,7,1,28.6,14,2,100,2,4,5,11,26:03:00,14,2,1,2,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,28
Marcin Gortat,0,0,0,1,3,8,0,40,5,2,0,0,2,6,4,19:41,5,3,3,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,24.5
Avery Bradley,0,50,6,2,4,1,3,50,12,1,0,0,6,0,15,23:10,13,5,1,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,30.5
Patrick Beverley,0,50,6,1,2,4,3,44.4,9,1,0,0,4,3,11,25:25:00,14,4,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,26
Shai GilgeousAlexander,1,100,1,1,4,8,1,50,8,2,50,2,4,6,10,28:22:00,24,7,0,2,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,34.5
Montrezl Harrell,1,0,0,2,2,6,0,85.7,7,1,25,4,6,5,13,16:29,15,1,2,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,23.5
Lou Williams,1,50,4,1,1,0,2,53.8,13,0,100,1,7,0,17,15:44,11,6,0,1,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,31
Mike Scott,0,100,3,0,3,3,3,80,5,0,0,0,4,3,11,19:03,13,2,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,23
Milos Teodosic,0,100,1,0,2,0,1,100,1,0,0,0,1,0,3,10:31,10,3,0,1,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,12.5
Boban Marjanovic,1,0,1,1,3,9,0,85.7,7,2,100,1,6,7,13,11:50,12,1,2,1,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,30.5
Tyrone Wallace,0,0,0,1,0,0,0,25,4,0,0,0,1,0,2,7:03,5,1,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,2.5
Jerome Robinson,0,0,0,0,0,0,0,50,4,0,0,0,2,0,4,7:03,5,0,0,0,28-Oct-18,85,20,34,23,27,28,41,28,39,136,104,"Malloy""""","Cutler""""",Orr,LA,WAS,LAC,4
Jake Layman,0,0,1,0,1,2,0,0,2,0,0,0,0,2,0,12:08,-2,1,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,3.5
AlFarouq Aminu,4,33.3,3,2,2,10,1,37.5,8,2,100,4,3,8,11,28:43:00,11,0,0,1,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,20
Jusuf Nurkic,0,50,2,2,2,5,1,33.3,6,0,0,0,2,5,5,17:48,-6,2,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,13
CJ McCollum,2,20,5,1,0,6,1,46.7,15,2,100,2,7,4,17,32:30:00,-7,1,1,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,26.5
Damian Lillard,4,28.6,7,3,4,1,2,38.5,13,0,100,4,5,1,16,32:50:00,-13,2,1,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,20
Meyers Leonard,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3:16,-6,0,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,-2
Evan Turner,0,100,1,1,4,8,1,66.7,9,1,0,1,6,7,13,25:44:00,23,3,0,1,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,29.5
Zach Collins,2,50,2,1,2,3,1,70,10,0,100,2,7,3,17,26:56:00,22,3,1,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,26.5
Nik Stauskas,2,66.7,3,2,0,3,2,50,6,0,100,2,3,3,10,24:09:00,6,5,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,20.5
Seth Curry,0,50,2,1,0,2,1,33.3,3,0,0,0,1,2,3,17:21,23,1,0,0,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,7.5
Caleb Swanigan,3,0,0,3,5,10,0,66.7,6,4,100,3,4,6,11,18:36,-1,1,0,1,29-Oct-18,86,23,22,26,32,16,33,20,24,93,103,"Fitzgerald""""","Maddox""""",Adair,PORTLAND,POR,IND,19.5
